0,0.4,0.8,1.2,1.6,2,2.4,2.8,3.2,3.6,4,4.4,4.8,5,8.8
0,0.02656,0.10611,0.23795,0.42032,0.65003,0.9223,1.23099,1.56911,1.92954,2.30576,2.69238,3.08534,3.28329,7.07923
0,0.13277,0.26471,0.39378,0.51676,0.62977,0.72899,0.81152,0.87609,0.92333,0.95552,0.97587,0.98779,0.99155,1
0.33206,0.33147,0.32739,0.31659,0.29667,0.26675,0.22809,0.18401,0.13913,0.09809,0.06424,0.03897,0.02187,0.01591,0
